1.36658,0.844911
1.26089,1.2164
1.47657,1.48547
0.943863,0.643507
0.980974,0.793677
0.884233,1.25492
0.684882,1.08922
1.28733,1.39623
1.13077,0.647592
1.26537,0.534741
0.931744,1.00343
0.885522,0.983665
1.06581,0.445414
0.561024,1.49033
0.614929,0.80743
0.737096,0.971789
1.15971,1.38472
0.855201,0.630018
1.11006,1.00324
0.740952,1.72027
1.48002,1.28631
0.943203,0.62196
1.02013,1.14811
0.864804,1.36387
0.9399,0.910148
0.670895,1.23412
1.5568,0.818169
1.08199,0.718261
1.38216,0.994468
0.937147,1.23616
0.772923,0.827622
1.3586,1.22823
0.78936,0.470083
0.562048,1.03009
1.66347,1.45776
0.917841,1.44988
0.955686,1.18575
1.46214,1.19907
0.930868,1.16814
1.04299,0.748855
1.02887,0.578773
1.27185,0.86218
1.42791,0.807391
1.08991,0.48208
1.09508,1.36029
1.09377,0.97113
1.22322,0.543138
0.477762,1.09954
0.870419,0.771608
0.856917,1.12917
0.988829,1.07101
0.841417,1.41071
0.809919,0.722687
0.846839,1.16044
1.31074,1.30414
1.25885,1.20428
1.16049,1.41088
1.41118,0.614795
0.738277,1.63839
0.799456,0.916181
0.9478,0.823643
1.32948,0.631151
1.35284,0.628243
1.18612,1.46809
0.590709,1.24992
1.04623,1.29231
0.303261,0.834642
1.22958,1.14031
1.23924,1.28138
0.542634,1.10615
0.774397,1.25061
0.825878,0.997649
1.55274,1.05965
0.714845,0.946899
0.984029,0.875056
0.955844,0.941954
0.879248,1.66878
1.18726,0.450608
1.58055,1.02545
1.18022,0.567285
1.31108,0.300266
0.775383,1.19331
1.0512,0.780926
1.30419,0.671664
1.05565,1.19229
0.817801,1.2747
0.756961,1.08218
0.962425,1.32112
0.822904,1.191
0.898403,0.618594
0.408212,1.13255
0.924965,1.06104
0.915348,1.23333
1.18573,0.916911
0.903457,0.834786
1.1982,0.634882
0.849604,1.32441
0.872915,1.23483
1.92946,1.29303
0.855215,0.211756
1.21373,0.691354
0.893367,0.824211
0.641531,0.772506
0.675181,0.795804
1.82782,1.26772
0.770257,1.48503
0.826186,0.945524
1.25172,0.681715
1.55529,0.992802
0.759363,0.863841
1.08703,1.02001
0.212108,1.02373
0.73008,0.614354
1.07295,1.22167
1.23091,0.667211
1.03029,0.652277
0.119934,0.822236
1.0099,1.0909
1.15733,0.562214
0.825845,1.07152
0.803954,1.39349
0.767006,0.76292
1.25178,1.18955
0.849748,0.331103
0.621097,1.50007
1.40045,1.04527
0.922378,1.07452
1.02776,0.393196
1.17473,0.720276
0.48581,1.26854
